country_txt,gname
South Africa,Unknown
India,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Turkey,Kurdistan Workers' Party (PKK)
Guatemala,Unknown
Niger,Tuareg Guerrillas
Algeria,Islamic Salvation Front (FIS)
India,Sikh Extremists
India,Sikh Extremists
India,Sikh Extremists
India,Sikh Extremists
India,Sikh Extremists
India,Sikh Extremists
Bangladesh,Bangladesh National Socialist Party
India,Unknown
West Bank and Gaza Strip,Palestinians
Israel,Palestinians
Israel,Palestinians
United Kingdom,Irish Republican Army (IRA)
Spain,Basque Fatherland and Freedom (ETA)
Algeria,Islamic Salvation Front (FIS)
Colombia,Unknown
Djibouti,Front for the Restoration of Unity and Democracy
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Pakistan,Unknown
India,Sikh Extremists
Colombia,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
United Kingdom,Irish Republican Army (IRA)
Japan,Great Japan Patriotic Party
Turkey,Kurdistan Workers' Party (PKK)
France,Unknown
Guatemala,Unknown
Haiti,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Sweden,Unknown
Algeria,Unknown
India,Sikh Extremists
India,Hindu Group
West Bank and Gaza Strip,Palestinians
Sudan,Sudan People's Liberation Army (SPLA)
Venezuela,Colombian Guerrillas
Peru,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Swaziland,Unknown
Turkey,Unknown
Turkey,Unknown
Algeria,Unknown
France,Unknown
India,Maoist Communist Center (MCC)
Turkey,Kurdistan Workers' Party (PKK)
Guinea,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,First of October Antifascist Resistance Group (GRAPO)
Algeria,Islamic Salvation Front (FIS)
Algeria,Unknown
Honduras,Patriotic Morazanista Front (FPM)
Israel,Palestinians
Turkey,Unknown
France,Unknown
France,Unknown
India,Sikh Extremists
Jamaica,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Philippines,New People's Army (NPA)
Russia,Unknown
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Peru,Shining Path (SL)
India,Sikh Extremists
United Kingdom,Unknown
United Kingdom,Unknown
Mozambique,Mozambique National Resistance Movement (MNR)
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
South Africa,Unknown
India,Sikh Extremists
Israel,Palestinians
Lebanon,Unknown
United Kingdom,Irish People's Liberation Organization (IPLO)
South Africa,Unknown
United Kingdom,Irish Republican Army (IRA)
Peru,Shining Path (SL)
Ethiopia,Eritrean Liberation Front
Myanmar,Karen National Union
Nicaragua,Yatama
Nicaragua,Miskito Indian Organization
Peru,Shining Path (SL)
South Africa,Unknown
Sweden,Unknown
Algeria,Unknown
Colombia,Unknown
Peru,Shining Path (SL)
Philippines,Unknown
Russia,Unknown
Turkey,Dev Sol
Turkey,Unknown
Japan,Unknown
Japan,Unknown
Japan,Unknown
Japan,Unknown
Japan,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,Unknown
Algeria,Unknown
India,Unknown
Ivory Coast,Ivorian Popular Front
Turkey,Unknown
India,Muslim Militants
United States,Unknown
Brazil,Unknown
United Kingdom,Protestant Extremists
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
India,Sikh Extremists
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
Nigeria,Effiat ethnic roup or Jbibio Peoples
Philippines,New People's Army (NPA)
South Africa,Unknown
Niger,Air and Azawak Liberation Front
India,Sikh Extremists
United Kingdom,Protestant Extremists
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
France,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Venezuela,Unknown
Georgia,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Israel,Palestinians
Israel,Palestinians
Philippines,Unknown
South Africa,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Georgia,Supporters of Ex-President Gamsakhurdial
Algeria,Islamic Salvation Front (FIS)
Chad,Unknown
Panama,20 December Movement (M-20)
Philippines,Unknown
Philippines,New People's Army (NPA)
South Africa,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Pakistan,Unknown
Nigeria,Unknown
Portugal,Unknown
South Africa,Unknown
South Africa,Inkatha Freedom Party (IFP)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
South Africa,Unknown
South Africa,Pan Africanist Congress (PAC)
West Bank and Gaza Strip,Palestinians
Georgia,Unknown
Israel,Palestinians
Afghanistan,Unknown
India,Al-Umar Mujahideen
Myanmar,Karenni National Progressive Party
Philippines,New People's Army (NPA)
South Africa,Unknown
South Africa,Unknown
Djibouti,Front for the Restoration of Unity and Democracy
Colombia,Unknown
India,Sikh Extremists
West Bank and Gaza Strip,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Turkey,Unknown
Georgia,Unknown
Guatemala,Unknown
Guatemala,Unknown
Yugoslavia,Unknown
Germany,Neo-Nazi Group
Myanmar,Karen Insurgents
United Kingdom,Ulster Volunteer Force (UVF)
Spain,Basque Fatherland and Freedom (ETA)
Sweden,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
India,Sikh Extremists
Rwanda,Rwanda Patriotic Front (RPF)
Rwanda,Rwanda Patriotic Front (RPF)
South Africa,Unknown
Turkey,Unknown
Bangladesh,Shanti Bahini - Peace Force
Philippines,New People's Army (NPA)
Greece,November 17 Revolutionary Organization (N17RO)
Bangladesh,Shanti Bahini - Peace Force
Barbados,Unknown
Colombia,M-19 (Movement of April 19)
South Africa,Unknown
Brazil,Comando Vermelho (Red Command)
United States,Kahane Chai
United States,Unknown
Peru,Shining Path (SL)
Pakistan,Unknown
Panama,20 December Movement (M-20)
Bangladesh,Shanti Bahini - Peace Force
South Africa,Unknown
Peru,Unknown
Panama,20 December Movement (M-20)
Turkey,Unknown
United Kingdom,Irish Republican Army (IRA)
Colombia,Unknown
Pakistan,Unknown
United States,Animal Liberation Front (ALF)
Philippines,New People's Army (NPA)
Turkey,Unknown
Israel,Palestinians
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Afghanistan,Guerrillas
Egypt,Muslim Militants
Peru,Death Squad
Turkey,Kurdistan Workers' Party (PKK)
Colombia,Death Squad
Philippines,New People's Army (NPA)
South Africa,Unknown
South Africa,Unknown
West Bank and Gaza Strip,Palestinians
Turkey,Unknown
United Kingdom,Irish Republican Army (IRA)
Croatia,Unknown
Pakistan,Sikh Extremists
Indonesia,Free Papua Movement (OPM-Organisasi Papua Merdeka)
Israel,Hezbollah
Philippines,Muslim Militants
South Africa,Unknown
South Africa,Unknown
India,Unknown
Ecuador,Unknown
Peru,People's Guerrilla Front
Philippines,New People's Army (NPA)
South Africa,Unknown
South Africa,Unknown
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
South Africa,Unknown
Moldova,Unknown
Turkey,Unknown
Dominican Republic,Unknown
Egypt,Muslim Fundamentalists
India,Unknown
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Venezuela,Unknown
Colombia,Popular Liberation Army (EPL)
India,Unknown
United Kingdom,Protestant Extremists
Switzerland,Unknown
Switzerland,Unknown
Switzerland,Unknown
Switzerland,Unknown
India,Sikh Extremists
Kenya,Unknown
Burundi,Tutsi
India,Sikh Extremists
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
West Bank and Gaza Strip,Unknown
Kenya,Unknown
Lebanon,Palestinians
Netherlands,Action Front Nationalist Librium
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Azerbaijan,Azerbaijan Guerrillas
Azerbaijan,Azerbaijan Guerrillas
Azerbaijan,Azerbaijan Guerrillas
Azerbaijan,Azerbaijan Guerrillas
Greece,November 17 Revolutionary Organization (N17RO)
West Bank and Gaza Strip,Palestinians
Lebanon,Unknown
Myanmar,Karen National Union
Nicaragua,Recontras
Nicaragua,Recontras
Rwanda,Hutus
Bolivia,Unknown
West Bank and Gaza Strip,Al-Fatah
Sweden,Unknown
Yugoslavia,Unknown
Algeria,Muslim Militants
Algeria,Muslim Militants
Mozambique,Mozambique National Resistance Movement (MNR)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
India,Unknown
Colombia,Unknown
Turkey,Islamic Revenge Organization
Antigua and Barbuda,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Georgia,Supporters of Ex-President Gamsakhurdial
Georgia,Supporters of Ex-President Gamsakhurdial
Spain,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Colombia,Unknown
Pakistan,Political Group
Algeria,Unknown
India,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
South Africa,Unknown
Peru,Shining Path (SL)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Algeria,Unknown
Algeria,Unknown
West Bank and Gaza Strip,Palestine Liberation Organization (PLO)
Rwanda,Unknown
Georgia,Unknown
South Africa,Unknown
Armenia,Armenian militants
West Bank and Gaza Strip,Palestinians
Kenya,Unknown
Croatia,Serbian guerrillas
Cambodia,Unknown
India,Sikh Extremists
Malta,Unknown
United Kingdom,Ulster Freedom Fighters (UFF)
Peru,Shining Path (SL)
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
United Kingdom,Irish Republican Army (IRA)
Venezuela,Anti-Government Group
Yugoslavia,Unknown
Georgia,Azerbaijan Weapons Smugglers
West Bank and Gaza Strip,Palestinians
Kenya,Nandi Tribe
Rwanda,Hutus
Thailand,Unknown
Venezuela,Anti-Government Group
Venezuela,Anti-Government Group
Yugoslavia,Unknown
Lebanon,Hezbollah
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
India,Unknown
Ireland,Irish Republican Army (IRA)
Martinique,Yich Telga
Spain,Basque Fatherland and Freedom (ETA)
Bangladesh,Pirates
Egypt,Muslim Militants
Ethiopia,Unknown
Germany,Neo-Nazi Group
Lebanon,Unknown
Nicaragua,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
United Kingdom,Kurdish Protestors
United States,Medellin Drug Cartel
Spain,Basque Fatherland and Freedom (ETA)
Belgium,Unknown
Italy,Mafia
United Kingdom,Unknown
United Kingdom,Ulster Freedom Fighters (UFF)
Chile,Unknown
Chile,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Lebanon,Hezbollah
United Kingdom,Irish Republican Army (IRA)
South Africa,White Wolves
Germany,Kurdish Militants
Pakistan,Unknown
Rwanda,Rwanda Patriotic Front (RPF)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Yugoslavia,Unknown
Yugoslavia,Unknown
Georgia,Supporters of Ex-President Gamsakhurdial
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Turkey,Unknown
Colombia,Unknown
South Africa,Unknown
South Africa,Unknown
United Kingdom,Unknown
Azerbaijan,Armenian Guerrillas
Bangladesh,Unknown
Georgia,Supporters of Ex-President Gamsakhurdial
India,Kashmiri Militants
Nigeria,Muslims
Pakistan,Unknown
South Africa,Inkatha Freedom Party (IFP)
Turkey,Unknown
Turkey,Kurdistan Workers' Party (PKK)
El Salvador,Death Squad
Bolivia,Tupac Katari Guerrilla Army (EGTK)
Colombia,Unknown
El Salvador,Unknown
India,Sikh Extremists
West Bank and Gaza Strip,Palestinians
West Bank and Gaza Strip,Al-Fatah
Ivory Coast,Unknown
Guatemala,Unknown
New Caledonia,Unknown
New Caledonia,Unknown
Bangladesh,Shanti Bahini - Peace Force
India,Sikh Extremists
India,Maoists
India,Kashmiri Militants
Russia,Unknown
West Bank and Gaza Strip,Al-Fatah
Pakistan,Unknown
Angola,National Union for the Total Independence of Angola (UNITA)
Angola,National Union for the Total Independence of Angola (UNITA)
Angola,National Union for the Total Independence of Angola (UNITA)
Peru,Shining Path (SL)
South Africa,Unknown
Moldova,Dnestr Republic Separatists
Moldova,Dnestr Republic Separatists
Philippines,New People's Army (NPA)
Switzerland,Unknown
Turkey,Dev Sol
West Bank and Gaza Strip,Palestinians
Niger,Air and Azawak Liberation Front
South Africa,Inkatha Freedom Party (IFP)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Israel,Palestinian Islamic Jihad (PIJ)
South Africa,Unknown
Denmark,Unknown
United Kingdom,Irish Republican Army (IRA)
Peru,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Mozambique,Mozambique National Resistance Movement (MNR)
South Africa,Unknown
West Bank and Gaza Strip,Palestinians
Algeria,Muslim Fundamentalists
Algeria,Muslim Fundamentalists
Greece,Unknown
Argentina,Hezbollah
Colombia,Unknown
France,Unknown
Greece,1 May
Greece,1 May
Greece,1 May
Guatemala,Unknown
India,Sikh Extremists
Thailand,Unknown
Turkey,Dev Sol
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Algeria,Muslim Fundamentalists
Bangladesh,Supporters of leftist Gana-Oikya Front
Chile,United Popular Action Movement
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
France,Turkish radicals
West Bank and Gaza Strip,Palestinians
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Algeria,Muslim Fundamentalists
Bangladesh,Supporters of leftist Gana-Oikya Front
India,Sikh Extremists
West Bank and Gaza Strip,Palestinians
Ecuador,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Unknown
Algeria,Muslim Fundamentalists
Algeria,Muslim Fundamentalists
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Philippines,Unknown
Thailand,Cambodian guerrillas
Algeria,Unknown
France,National Front Security Service
South Africa,Unknown
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Philippines,New People's Army (NPA)
Rwanda,Rwanda Patriotic Front (RPF)
Spain,Basque Fatherland and Freedom (ETA)
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Algeria,Muslim Fundamentalists
Algeria,Muslim Fundamentalists
France,Unknown
West Bank and Gaza Strip,Jewish Extremists
Israel,Palestinians
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Unknown
Israel,Black Panther Group (Palestinian)
Albania,Unknown
West Bank and Gaza Strip,Palestinians
Japan,Yokoku Seiwa-Kai
Pakistan,Unknown
Peru,Shining Path (SL)
Greece,Unknown
Greece,Unknown
West Bank and Gaza Strip,Palestinians
Chile,United Popular Action Movement
Iraq,Mujahedin-e Khalq (MEK)
West Bank and Gaza Strip,Palestinians
Peru,Shining Path (SL)
Albania,Unknown
Algeria,Muslim Fundamentalists
Algeria,Unknown
Peru,Unknown
South Africa,Unknown
South Africa,Unknown
Austria,Unknown
Austria,Kurdistan Workers' Party (PKK)
India,Sikh Extremists
Norway,Kurdistan Workers' Party (PKK)
Pakistan,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Turkey,Unknown
Brazil,Unknown
Turkey,Dev Sol
Turkey,Dev Sol
Turkey,Dev Sol
Colombia,National Liberation Army of Colombia (ELN)
South Africa,Unknown
Sweden,Unknown
Guyana,Unknown
Italy,Unknown
Philippines,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Kenya,God's Oppressed Army
Thailand,Pattani United Liberation Organization (PULO)
Belgium,Kurdistan Workers' Party (PKK)
Belgium,Kurdistan Workers' Party (PKK)
Belgium,Kurdistan Workers' Party (PKK)
Belgium,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Netherlands,Kurdistan Workers' Party (PKK)
Netherlands,Kurdistan Workers' Party (PKK)
Netherlands,Kurdistan Workers' Party (PKK)
Netherlands,Kurdistan Workers' Party (PKK)
Peru,Shining Path (SL)
Sweden,Unknown
Turkey,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Yugoslavia,Unknown
Algeria,Unknown
South Africa,Unknown
South Africa,Unknown
Argentina,People's Revolutionary Organization
Argentina,People's Revolutionary Organization
Argentina,People's Revolutionary Organization
Argentina,People's Revolutionary Organization
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
United Kingdom,Irish Republican Army (IRA)
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Pakistan,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
France,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Netherlands,Kurdistan Workers' Party (PKK)
Pakistan,Unknown
Turkey,Dev Sol
Turkey,Unknown
Pakistan,Unknown
Peru,Shining Path (SL)
South Africa,Unknown
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Unknown
Cyprus,Unknown
Greece,Unknown
Guatemala,Unknown
Iran,Shahin (Falcon)
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
Moldova,Unknown
Peru,Shining Path (SL)
South Africa,Unknown
Colombia,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Chile,United Popular Action Movement
Chile,United Popular Action Movement
Chile,United Popular Action Movement
France,Kurdistan Workers' Party (PKK)
Nicaragua,Former Govt. Troops
Nicaragua,Former Govt. Troops
India,Sikh Extremists
Peru,Shining Path (SL)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Finland,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Russia,Unknown
Azerbaijan,Azerbaijan Guerrillas
Germany,Kurdistan Workers' Party (PKK)
Germany,Kurdistan Workers' Party (PKK)
United Kingdom,Irish Republican Army (IRA)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Pakistan,Unknown
Algeria,Muslim Fundamentalists
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
United Kingdom,Ulster Volunteer Force (UVF)
South Africa,Unknown
Chile,Unknown
Chile,People's Fatherland Movement
Chile,People's Fatherland Movement
Chile,People's Fatherland Movement
Chile,People's Fatherland Movement
Chile,People's Fatherland Movement
Chile,People's Fatherland Movement
Chile,People's Fatherland Movement
India,Jharkhand Tribal Forces
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Bangladesh,Awami League
Bangladesh,Awami League
Bangladesh,Awami League
Chile,People's Fatherland Movement
Haiti,Unknown
Liberia,United Liberation Movement for Democracy in Liberia (ULIMO)
Turkey,Kurdistan Workers' Party (PKK)
United Kingdom,Irish Republican Army (IRA)
Philippines,Unknown
Singapore,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Egypt,Muslim Militants
Lebanon,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Ukraine,Unknown
Spain,Unknown
India,Unknown
Madagascar,Unknown
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
South Africa,Unknown
South Africa,Unknown
Turkey,Kurdistan Workers' Party (PKK)
Turkey,Kurdistan Workers' Party (PKK)
Ethiopia,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Argentina,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Greece,Revolutionary People's Struggle (ELA)
Greece,Revolutionary People's Struggle (ELA)
India,Unknown
Mexico,Basque Fatherland and Freedom (ETA)
Peru,Shining Path (SL)
Rwanda,Unknown
Venezuela,Unknown
Venezuela,Unknown
Lebanon,Unknown
Madagascar,Militant Movement for Madagascan Socialism (MMSM)
Peru,Shining Path (SL)
Yugoslavia,Serbian guerrillas
Angola,Unknown
Angola,Unknown
Angola,Unknown
Angola,Unknown
Angola,Unknown
Angola,Unknown
Angola,Unknown
Angola,Unknown
Angola,Unknown
Algeria,Muslim Militants
India,Sikh Extremists
Iraq,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Kenya,Unknown
Peru,Unknown
West Bank and Gaza Strip,Palestinians
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
South Africa,Inkatha Freedom Party (IFP)
South Africa,Inkatha Freedom Party (IFP)
Colombia,Death Squad
Lebanon,Unknown
Lebanon,Unknown
United Kingdom,Protestant Extremists
United Kingdom,Irish Republican Army (IRA)
Pakistan,Unknown
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,Unknown
Turkey,Dev Sol
Argentina,Unknown
Bolivia,Unknown
Bolivia,Tupac Katari Guerrilla Army (EGTK)
Yemen,Unknown
Algeria,Tuaregs
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
Denmark,BZers
India,Sikh Extremists
India,Sikh Extremists
West Bank and Gaza Strip,Palestinians
Libya,Basic People's Congresses
Turkey,Kurdistan Workers' Party (PKK)
India,Sikh Extremists
West Bank and Gaza Strip,Palestinians
Turkey,Kurdistan Workers' Party (PKK)
Egypt,Muslim Militants
Ethiopia,Unknown
Ethiopia,Unknown
Panama,Kuna Indians
Panama,Kuna Indians
Panama,Kuna Indians
Panama,Kuna Indians
Panama,Kuna Indians
Panama,Kuna Indians
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Turkey,Unknown
Lebanon,Unknown
Myanmar,Kachin Independence Army (KIA)
Mozambique,Mozambique Liberation Front (FRELIMO)
South Africa,Unknown
Germany,Unknown
Italy,Mafia
Paraguay,Unknown
Turkey,Unknown
Pakistan,Unknown
South Africa,White Wolves
Ethiopia,Ethiopian People's Revolutionary Party
India,Muslim Militants
India,Muslim Militants
India,Bodo Militants
India,Sikh Extremists
Afghanistan,Unknown
Cameroon,Baya Tribe
France,Iparretarrak (IK)
Angola,National Union for the Total Independence of Angola (UNITA)
Australia,Anti-Iran Government Exiles
Canada,Anti-Iran Government Exiles
Denmark,Anti-Iran Government Exiles
France,Anti-Iran Government Exiles
Germany,Anti-Iran Government Exiles
Myanmar,Unknown
Netherlands,Anti-Iran Government Exiles
Norway,Anti-Iran Government Exiles
Sweden,Anti-Iran Government Exiles
Switzerland,Anti-Iran Government Exiles
United Kingdom,Anti-Iran Government Exiles
United States,Mujahedin-e Khalq (MEK)
Bolivia,Unknown
Lebanon,Hezbollah
Nepal,Anti-Monarchists
Nepal,Anti-Monarchists
Russia,Unknown
Yugoslavia,Serbian guerrillas
Japan,Unknown
Lebanon,Hezbollah
Nepal,Left-Wing Terrorists
Nepal,Left-Wing Terrorists
Peru,Shining Path (SL)
Turkey,Kurdistan Workers' Party (PKK)
Italy,Unknown
Peru,Shining Path (SL)
Colombia,Unknown
Turkey,Unknown
Venezuela,Anti-govt student groups
Lebanon,Hezbollah
Colombia,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Myanmar,Kachin Independence Army (KIA)
Peru,Shining Path (SL)
Turkey,Unknown
Turkey,Unknown
Burundi,Party for the Liberation of the Hutu People (PALIPEHUTU)
India,Muslim Militants
India,Muslim Militants
West Bank and Gaza Strip,Hamas (Islamic Resistance Movement)
South Africa,Unknown
Turkey,Unknown
Venezuela,Unknown
India,Kashmiri Hezbollah
Jamaica,Unknown
Peru,Unknown
El Salvador,Unknown
Myanmar,Kachin Independence Army (KIA)
Colombia,Simon Bolivar Guerrilla Coordinating Board (CGSB)
El Salvador,Unknown
Philippines,Unknown
Turkey,Dev Sol
Bolivia,Unknown
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Trinidad and Tobago,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Bangladesh,Shanti Bahini - Peace Force
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
South Africa,Unknown
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
United States,Anti-Abortion Activists
Algeria,Muslim Fundamentalists
Peru,Shining Path (SL)
South Africa,Unknown
South Africa,African National Congress (South Africa)
